company,location,education,skills,job_type,salary,job_experience,job_role,min_experience,max_experience,experience_level,skill_count,top_skill,salary_lpa
Snaphunt,Gurgaon/Gurugram,postgraduate,"data analysis, data analytics, data mining, time series analysis, python, predictive modeling, linear regression, logistic regression",contract,1476009.0,3-5,Senior Data Analyst,3.0,5.0,Mid,8,data analysis,14.76
Accumed Practice Management DMCC,Chennai,postgraduate,"ssas, power bi, ssis, sql, business intelligence reporting, python",full-time,1412268.0,1-5,Senior Data Analyst,1.0,5.0,Mid,6,ssas,14.12
idfc first bank,Mumbai,undergraduate,"test strategy, analytical, manager technology, data structures, deployment, data analytics, data analyst, management",contract,716317.0,1-2,Senior Data Analyst - Secured Lending,1.0,2.0,Entry,8,test strategy,7.16
DATA PATTERNS (I) PVT LTD,Chennai,undergraduate,"analytics reporting, data analysis, database design, aerospace, mis, assistant business analyst, electronics, data analytics",full-time,1517045.0,7-8,Sr.Executive Assistant - Business Analyst,7.0,8.0,Senior,8,analytics reporting,15.17
Landis+Gyr,Noida,undergraduate,"unix, performance tuning, javascript, html, scrum, data analyst, troubleshooting, oracle",contract,1004415.0,4-7,Senior Data Analyst,4.0,7.0,Senior,8,unix,10.04
idfc first bank,Navi Mumbai,postgraduate,"retail banking, senior data analyst, management, mis executive",full-time,2078314.0,0-2,Senior Data Analyst-Turbo Cross Sell,0.0,2.0,Entry,4,retail banking,20.78
Thomson Reuters,Bangalore/Bengaluru,postgraduate,"tableau, compliance, business analysis, analytical, diversity and inclusion, legal, data analyst, power point presentation",full-time,2221025.0,6-7,Data Analyst,6.0,7.0,Senior,8,tableau,22.21
Capco,"Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",undergraduate,"sql, python, unix, pyspark, data analysis, banking, hadoop",full-time,386622.0,5-7,Immediate Joiner Data Analyst,5.0,7.0,Senior,7,sql,3.87
Ericsson,Noida,undergraduate,"telecom, bidding, data management, process improvement, php, data analyst, html, microsoft",full-time,2000737.0,2-5,Data Analyst,2.0,5.0,Mid,8,telecom,20.01
Infineon Technologies Pvt Ltd,Bangalore/Bengaluru,undergraduate,"training, data analysis, deployment, data analyst",contract,717594.0,7-8,Data Analyst,7.0,8.0,Senior,4,training,7.18
Schneider Electric,Bangalore/Bengaluru,postgraduate,"data quality, business analytics, scrum master, data analysis, data analyst, dashboards, master data, microsoft excel",contract,727046.0,1-3,Data & Performance Strategy & Insight Data Analyst,1.0,3.0,Mid,8,data quality,7.27
PayPal,Bangalore/Bengaluru,undergraduate,"analytical skills, data analysis, sales operations, data science, machine learning, data mining, operations, analytics",full-time,466837.0,5-6,Data Analyst 2-1,5.0,6.0,Senior,8,analytical skills,4.67
Concentrix Services India Private Limited.,"Gurgaon/Gurugram, Bangalore/Bengaluru",postgraduate,"speech mining, speech analytics, international voice process",contract,800666.0,5-6,Speech Analyst - Data Miner,5.0,6.0,Senior,3,speech mining,8.01
Grofers,"Gurgaon/Gurugram, Bangalore/Bengaluru",unknown,"r, power bi, analytical skills, problem solving, qlikview, data analyst, tableau, statistics",full-time,1401521.0,5-7,Data Analyst,5.0,7.0,Senior,8,r,14.02
Philips,Bangalore/Bengaluru,postgraduate,"it skills, java, python, machine learning, html, css, javascript, visualization",contract,2454221.0,5-6,Software Technologist I - Data Analyst,5.0,6.0,Senior,8,it skills,24.54
TalentStack,Bangalore/Bengaluru,undergraduate,"analytics, data management, data analytics, business analysis, sql, python",contract,1666302.0,3-4,Business/Data/Product/Analyst - Analytics - eCommerce - IIT/NIT/BITS,3.0,4.0,Mid,6,analytics,16.66
Moody's,Bangalore/Bengaluru,postgraduate,"accounting, financial statements, excel, financial services, finance, financial statement analysis, data analysis, data analytics",full-time,1152057.0,0-5,Financial Data Analyst,0.0,5.0,Mid,8,accounting,11.52
TaskUs,"Mohali, Indore, Gurgaon/Gurugram",undergraduate,"bpo, computer science, business objects, operational support, analytical, power bi, qlikview, data visualization",contract,2304306.0,1-3,Data Visualization Analyst,1.0,3.0,Mid,8,bpo,23.04
Accenture,Bangalore/Bengaluru,undergraduate,"test scripts, reconciliation, consulting, unit testing, clinical data management, root cause analysis, edc, subject matter expertise",contract,2358396.0,6-7,Analyst-Clinical Data Management (CDM),6.0,7.0,Senior,8,test scripts,23.58
Capco,Bangalore/Bengaluru,undergraduate,"relationship management, data analysis, sas, business analysis, risk assessment, data quality, investment banking, asset management",full-time,2456425.0,7-8,Data Analyst,7.0,8.0,Senior,8,relationship management,24.56
Accenture,Bangalore/Bengaluru,unknown,"publishing, excel, consulting, analytics, sql, tableau, architecture, data visualization",contract,2080568.0,3-6,Analyst-Data Visualization,3.0,6.0,Senior,8,publishing,20.81
Accenture,Bangalore/Bengaluru,unknown,"test scripts, pharmacy, reconciliation, consulting, clinical data management, it skills, cloud, manual",contract,821728.0,0-7,Analyst-Data Maintenance,0.0,7.0,Senior,8,test scripts,8.22
Accenture,Bangalore/Bengaluru,undergraduate,"reconciliation, consulting, unit testing, information technology, clinical data management, root cause analysis, test scripts, edc",contract,969992.0,1-2,Analyst-Clinical Data Management (CDM),1.0,2.0,Entry,8,reconciliation,9.7
NVIDIA,Bangalore/Bengaluru,unknown,"business process, process design, application support, sap, data governance, scrum, application security, data quality",contract,1771896.0,0-7,SAP Master Data Governance Analyst,0.0,7.0,Senior,8,business process,17.72
Flipkart,Bangalore/Bengaluru,undergraduate,"analytical, business intelligence, macros, analytics, sql, qlikview, data warehousing, python",full-time,2115408.0,2-3,Consultant - Data Analyst,2.0,3.0,Mid,8,analytical,21.15
Zetwerk Manufacturing Businesses,Bangalore/Bengaluru,undergraduate,"fabrication, injection moulding, supply chain, home appliances, manager quality assurance, aerospace, troubleshooting, data mining",contract,742468.0,5-6,Data Analyst,5.0,6.0,Senior,8,fabrication,7.42
Walmart,Bangalore/Bengaluru,undergraduate,"it skills, quality assurance, data science, data analysis, manager quality assurance, performance management, information security, data analyst",full-time,775371.0,4-6,People Data Analyst,4.0,6.0,Senior,8,it skills,7.75
Accenture,Bangalore/Bengaluru,unknown,"publishing, consulting, data management, it skills, cloud, content management, visual basic, excel",contract,1384788.0,0-6,Analyst-Finance Data Maintenance,0.0,6.0,Senior,8,publishing,13.85
Uber,Bangalore/Bengaluru,undergraduate,"computer science, data analysis, analytical, mysql, debugging, data quality, troubleshooting, quality analysis",full-time,2014801.0,2-4,"Data Analyst II, Tech",2.0,4.0,Mid,8,computer science,20.15
Deutsche Bank,Bangalore/Bengaluru,postgraduate,"front office, excel, reporting analyst, bloomberg, diversity and inclusion, finance, ms office tools, investment management",full-time,749008.0,1-4,Reference Data Analyst,1.0,4.0,Mid,8,front office,7.49
Capco,Bangalore/Bengaluru,unknown,"relationship management, data analysis, sas, business analysis, risk assessment, data quality, investment banking, asset management",contract,467301.0,5-6,CDO - Data Analyst,5.0,6.0,Senior,8,relationship management,4.67
Accenture,Bangalore/Bengaluru,undergraduate,"publishing, data management, architecture, artificial intelligence, consulting, data visualization, individual contributor, database management system",full-time,337470.0,4-6,Analyst-Data Management,4.0,6.0,Senior,8,publishing,3.37
Accenture,Bangalore/Bengaluru,undergraduate,"analytical skills, publishing, architecture, consulting, client relationship, data visualization, individual contributor, analytics",full-time,1728534.0,3-4,Analyst-Data Visualization,3.0,4.0,Mid,8,analytical skills,17.29
Accenture,Bangalore/Bengaluru,postgraduate,"it skills, python, data science, machine learning, artificial intelligence, cloud, publishing, architecture",contract,1215159.0,5-6,Analyst-Data Science,5.0,6.0,Senior,8,it skills,12.15
Walmart,Bangalore/Bengaluru,undergraduate,"it skills, python, testing, tableau, computer science, data analysis, business analysis, data analyst",full-time,2162906.0,4-6,Staff Data Analyst (MINT),4.0,6.0,Senior,8,it skills,21.63
Deutsche Bank,Bangalore/Bengaluru,undergraduate,"industry research, career development, due diligence, risk assessment, diversity and inclusion, anti money laundering, money laundering, kyc associate",contract,934002.0,5-6,Reference Data Analyst,5.0,6.0,Senior,8,industry research,9.34
CRED,Bangalore/Bengaluru,postgraduate,"analytical skills, health insurance, data science, data quality, data mining, big data, operations, monitoring",contract,1761750.0,4-7,data science analyst,4.0,7.0,Senior,8,analytical skills,17.62
Accenture,Gurgaon/Gurugram,undergraduate,"publishing, artificial intelligence, consulting, analytics, sql, it skills, cloud, tableau",full-time,1875573.0,1-7,Analyst-Data Visualization,1.0,7.0,Senior,8,publishing,18.76
Accenture,Gurgaon/Gurugram,undergraduate,"content management, publishing, consulting, incident management, operations, it skills, cloud, business administration",full-time,2022450.0,6-7,Analyst-Finance Data Maintenance,6.0,7.0,Senior,8,content management,20.22
Michelin,Pune,undergraduate,"bpo, data analysis, retail, web analytics, digital marketing analyst, data collection, e commerce, digital marketing",full-time,550336.0,0-5,Data Analyst,0.0,5.0,Mid,8,bpo,5.5
Synechron,Pune,postgraduate,"sql, analytical",full-time,1316791.0,4-6,SQL Hiring Data Analyst / Data Modeler || Immediate To 30 days Joiners,4.0,6.0,Senior,2,sql,13.17
Accenture,Hyderabad/Secunderabad,postgraduate,"data management, test scripts, reconciliation, consulting, clinical data management, it skills, cloud, manual",full-time,2206927.0,6-7,Analyst-Data Maintenance,6.0,7.0,Senior,8,data management,22.07
Invesco,Hyderabad/Secunderabad,unknown,"data analysis, data solution, data management, word, financial services, risk management, excel skills, powerpoint",contract,2182985.0,7-8,Operational Risk Data Analyst,7.0,8.0,Senior,8,data analysis,21.83
Capco,Bangalore/Bengaluru,undergraduate,"investment banking, financial services, finance, data analysis, agile, data analytics, data governance, sql",contract,1433673.0,6-7,Data Analyst - Marketing,6.0,7.0,Senior,8,investment banking,14.34
Walmart,Bangalore/Bengaluru,unknown,"computer science, business administration, data analysis, product engineering, executive, analytical, pharmacy, agile",contract,1081844.0,6-7,Staff Data Analyst,6.0,7.0,Senior,8,computer science,10.82
Perfect Day,Bangalore/Bengaluru,postgraduate,"data science, biotechnology, r, data bases, advanced analytics, data analysis, data analytics, python",contract,881312.0,4-5,Data Science Analyst,4.0,5.0,Mid,8,data science,8.81
DXC Technology,Bangalore/Bengaluru,undergraduate,"computer science, data analysis, operating systems, data modeling, database design, database, data structures, business solutions",full-time,1113728.0,6-7,Professional 1 Data Analyst,6.0,7.0,Senior,8,computer science,11.14
PayPal,Bangalore/Bengaluru,postgraduate,"computer science, analytical, data analyst, risk management, forecasting, financial services, monitoring, reporting tools",contract,2434186.0,1-6,Data Analyst,1.0,6.0,Senior,8,computer science,24.34
G S E-COMMERCE PVT LTD,Bangalore/Bengaluru(Jayanagar),postgraduate,"power bi, data extraction, tableau, data analytics, excel, data analysis, data manipulation, data visualization",contract,1335537.0,2-4,Data Analyst,2.0,4.0,Mid,8,power bi,13.36
Malayala Manorama,"Chennai, Bangalore/Bengaluru, kerala",postgraduate,"data analysis, data analyst, sql, python, interpersonal skills, problem solving, data collection, dashboards",full-time,768039.0,5-7,Data Analyst,5.0,7.0,Senior,8,data analysis,7.68
Jobs Territory,Bangalore/Bengaluru,postgraduate,"data management, r, product management, data analysis, business operations, advanced excel, html, advanced sql",contract,1567092.0,3-5,Business / Data/ Product / Analyst - Analytics,3.0,5.0,Mid,8,data management,15.67
DXC Technology,Bangalore/Bengaluru,postgraduate,"computer science, data analysis, operating systems, data modeling, database design, database, data structures, business solutions",contract,1476257.0,6-7,Professional 2 Data Analyst,6.0,7.0,Senior,8,computer science,14.76
Morgan Stanley,Bangalore/Bengaluru,undergraduate,"unix, data analysis, change management, networking, investment banking, asset management, analytics, financial services",full-time,1581889.0,5-6,Data Developer / Analyst,5.0,6.0,Senior,8,unix,15.82
Meritus Intelytics Private Limited,Hyderabad/Secunderabad,postgraduate,"excel, analytics, python, business analysis, sql, data analysis, problem solving, statistics",contract,404100.0,3-4,Merilytics - Business Analyst - Data Analytics -IIT/NIT/BITS,3.0,4.0,Mid,8,excel,4.04
Webhelp,"Gurgaon/Gurugram, Gurgaon",postgraduate,minimum 4 years experience as data business analyst,contract,1615200.0,3-4,Data Business Analyst,3.0,4.0,Mid,1,minimum 4 years experience as data business analyst,16.15
SADUP SOFTECH PVT.LTD,Hyderabad/Secunderabad,postgraduate,"power bi, machine learning, statistics, sql, python, r, data visualization, model building",full-time,322777.0,2-4,Data Analyst,2.0,4.0,Mid,8,power bi,3.23
Datumlyze Pvt Ltd,Chennai,unknown,"pivot table, excel, vlookup, linux, data analysis, ms office, communication, unix",contract,611088.0,0-1,Technical Data Analyst,0.0,1.0,Entry,8,pivot table,6.11
Impetus,"Noida, Indore",postgraduate,"communication, api, pandas, etl, docker, python 3, pytest, jira",full-time,1680339.0,1-4,Senior/Module lead Python Data Engineer,1.0,4.0,Mid,8,communication,16.8
Infostretch solutions Pvt. Ltd.,Pune,undergraduate,"excel, recruitment, powerpoint, vendor management, engineering services, junior executive, workforce management, staffing",full-time,2390918.0,7-8,Senior Technical Lead (Data Engineer),7.0,8.0,Senior,8,excel,23.91
Essex Profit Enhancement Advisory Services Pvt Ltd,Gurgaon/Gurugram,postgraduate,"visualization, tableau, sql, excel, analytics, data quality, r, python",contract,842442.0,3-7,Senior Analyst / Associate Manager (Data Visualization),3.0,7.0,Senior,8,visualization,8.42
Essex Profit Enhancement Advisory Services Pvt Ltd,Gurgaon/Gurugram,undergraduate,"data analyst, business intelligence, sql, excel, r, python, data analytics, sas sql",contract,2365217.0,2-4,Senior Analyst / Associate Manager (Data Analyst),2.0,4.0,Mid,8,data analyst,23.65
CoinDCX,"Mumbai, Bangalore/Bengaluru",undergraduate,"java, business intelligence, docker, scala, data engineer, spark, data modeling, data architecture",full-time,1462411.0,2-6,Lead Data Engineer,2.0,6.0,Senior,8,java,14.62
Wipro,"Kochi/Cochin, Pune, Bangalore/Bengaluru, Kolkata",postgraduate,"databricks, azure data lake storage, cassandra, azure data factory, azure functions, serverless architecture, object oriented object, nosql databases",contract,1255398.0,3-4,Databricks - Data Engineer/Lead,3.0,4.0,Mid,8,databricks,12.55
Ericsson Global Services,Bangalore/Bengaluru,undergraduate,"bidding, data management, analytical, data processing, php, google adwords, html, data quality",full-time,1455200.0,2-4,Lead Data Engineer,2.0,4.0,Mid,8,bidding,14.55
Visa,Bangalore/Bengaluru,unknown,"it skills, java, python, software development, data science, machine learning, big data, unix",full-time,860199.0,6-7,Lead Data Engineer,6.0,7.0,Senior,8,it skills,8.6
Visa,Bangalore/Bengaluru,undergraduate,"computer science, activemq, continuous integration, automation testing, scala, architectural design, design development, database",full-time,1982667.0,5-7,"Lead Data Engineer , Data Engineering",5.0,7.0,Senior,8,computer science,19.83
