company,location,education,skills,job_type,salary,job_experience,job_role,min_experience,max_experience,experience_level,skill_count,top_skill,salary_lpa,location_type,primary_city
SDNA Global,"pune, chennai, bengaluru,bengaluru, delhi , ncr",undergraduate,"it skills, cloud, program management, aws, azure, data engineering",contract,1902714.0,4-6,Senior Manager Data Engineer,4.0,6.0,Senior,6,it skills,19.03,Onsite,pune
Shell,"bengaluru,bengaluru",postgraduate,"it applications support, itil processes, corporate it operations, workflow management, delivery excellence, power bi, sap bw, sap hana",full-time,935736.0,0-4,Senior Data Engineer- DevOps,0.0,4.0,Mid,8,it applications support,9.36,Onsite,bengaluru
Grab,"bengaluru,bengaluru",postgraduate,"computer science, data analysis, data services, big data analytics, analytical, database administration, infrastructure, information technology",full-time,741611.0,1-5,"Senior Software Engineer , Data Services",1.0,5.0,Mid,8,computer science,7.42,Onsite,bengaluru
HEPTAGON TECHNOLOGIES PVT LTD,"hyderabad,hyderabad, chennai, bengaluru,bengaluru",undergraduate,"cloud, pyspark, hadoop development, lambda, aws, it skills, java, python",full-time,1736252.0,6-7,Immediate job opening For Senior Cloud Data Engineer,6.0,7.0,Senior,8,cloud,17.36,Onsite,hyderabad
Oportun,remote,postgraduate,"java, python, big data analytics, data engineering, scala, pyspark, kafka, spring boot",contract,883224.0,2-5,Senior Data Engineer,2.0,5.0,Mid,8,java,8.83,Remote,remote
CHANGE LEADERS CONSULTING,"pune, chennai, bengaluru,bengaluru",unknown,"python, hive, hadoop, troubleshooting, spark, nosql, cloudera, mongo",full-time,743440.0,6-8,Sr. Data Engineer,6.0,8.0,Senior,8,python,7.43,Onsite,pune
OzyBrains LLP,remote,undergraduate,"etl, it skills, python, airflow, nosql, data engineering, tsql queries, mongodb",full-time,1878036.0,5-6,Senior Data Engineer,5.0,6.0,Senior,8,etl,18.78,Remote,remote
Pramerica Life Insurance,"gurugram,gurugram",postgraduate,"excel, powerbi, glue, sql, s3, python, sagemaker, dms",full-time,2493376.0,7-8,Senior Data Engineer BIU,7.0,8.0,Senior,8,excel,24.93,Onsite,gurugram
Sutherland Global Services Inc,"bengaluru,bengaluru",unknown,"it skills, python, big data, tableau, power bi, health insurance, data analysis, talent acquisition",contract,1414623.5,7-8,Associate Mgr - Data Analytics,7.0,8.0,Senior,8,it skills,14.15,Onsite,bengaluru
IHS Markit,"bengaluru,bengaluru",undergraduate,"it skills, python, data science, machine learning, project management, big data, bpo, computer science",full-time,1065768.0,3-7,Associate Director - Data Science,3.0,7.0,Senior,8,it skills,10.66,Onsite,bengaluru
Rectras Business Solutions Pvt Ltd.,"pune, chennai, bengaluru",postgraduate,"automation, data analysis, prototype, application programming, data architect, http, json, data quality",contract,381674.0,1-4,senior bigdata engineer or data architect,1.0,4.0,Mid,8,automation,3.82,Onsite,pune
Moveworks,bengaluru,undergraduate,"it skills, cloud, senior software engineer, data platform bengaluru",contract,1241027.0,4-6,Senior Software Engineer Data Platform,4.0,6.0,Senior,4,it skills,12.41,Onsite,bengaluru
NTS Technology Services Private Limited,"bengaluru,bengaluru",postgraduate,python,contract,982590.0,6-8,Opening For Sr. Data Engineer with News Corp(product) - Bangalore,6.0,8.0,Senior,1,python,9.83,Onsite,bengaluru
Awake Security,"bengaluru,bengaluru",undergraduate,"parquet, java, c#, sql, scala, python, it skills, c++",contract,1414623.5,1-2,Senior Software Engineer (Data Engineering),1.0,2.0,Entry,8,parquet,14.15,Onsite,bengaluru
CME India Technology And Support Services Pvt Ltd,"bengaluru,bengaluru",unknown,"atlassian tools, jira, confluence, java, python, hadoop ecosystem, scala, infrastructure automation",contract,1704766.0,5-7,Sr. Software Engineer - Data Engineer,5.0,7.0,Senior,8,atlassian tools,17.05,Onsite,bengaluru
ARM Treasure Data,bengaluru,undergraduate,"mapreduce, ai, python, hive, hadoop, pig, cassandra, hivemall",contract,1060627.0,3-5,"Sr Professional Services Engineer , Data Engineer",3.0,5.0,Mid,8,mapreduce,10.61,Onsite,bengaluru
Verisk Analytics,"bengaluru,bengaluru",undergraduate,"python, big data, sql queries, s3, glue catalog, hadoop ecosystem, data modelling, hdfs",full-time,2096652.0,4-5,Data Engineer ( Senior Software Engineer I),4.0,5.0,Mid,8,python,20.97,Onsite,bengaluru
Dev Solutions,"bengaluru,bengaluru",undergraduate,"data mining, talend, hadoop, spark, hive, cicd framework, emr, sql",contract,1488843.0,3-5,Senior Data Engineering Software Engineer,3.0,5.0,Mid,8,data mining,14.89,Onsite,bengaluru
InsideView Technologies,remote,undergraduate,"core java programming, it skills, java, python, algorithms, multithreading, system design, data structures",contract,1697309.0,7-8,Senior Software Engineer(Data Engineering),7.0,8.0,Senior,8,core java programming,16.97,Remote,remote
Pentair Water India Pvt Ltd,noida,postgraduate,data analytics,contract,1414623.5,4-5,Project Engineer- Data Analytics (Data Analysis and Machine Learning),4.0,5.0,Mid,1,data analytics,14.15,Onsite,noida
News Technology Services,"bengaluru,bengaluru",undergraduate,"computer science, network programming, publishing, project management, agile development, consulting, relationship, manager technology",full-time,1520059.0,5-6,Sr engineering Manager - Data,5.0,6.0,Senior,8,computer science,15.2,Onsite,bengaluru
Esper,"bengaluru,bengaluru",undergraduate,"it skills, java, python, big data, salesforce, coding, debugging, healthcare",contract,1307537.0,1-3,Senior Software Development Engineer - Data,1.0,3.0,Mid,8,it skills,13.08,Onsite,bengaluru
Intuitive.Cloud,"bengaluru,bengaluru",unknown,"it skills, java, big data, data migration, data management, rdbms, consulting, visual studio",full-time,2065123.0,3-6,Sr. Cloud Data Engineer,3.0,6.0,Senior,8,it skills,20.65,Onsite,bengaluru
Abzooba India Infotech Private Limited,pune,undergraduate,"scala, spark, hadoop, big data, big data technologies, hive, java, communication",full-time,1303953.0,6-8,Senior Data Engineer | Product based MNC | Pune,6.0,8.0,Senior,8,scala,13.04,Onsite,pune
Abzooba India Infotech Private Limited,remote,undergraduate,"scala, spark, big data, big data technologies, hive, hadoop, java, communication",contract,1753506.0,6-8,Urgent opening For Senior Data Engineer,6.0,8.0,Senior,8,scala,17.54,Remote,remote
Shell,chennai,undergraduate,"power bi, spotfire, log analysis, microsoft power bi, advanced analytics, information management, data warehousing, hp data protector",contract,2499674.0,3-5,Senior Process Data Engineer,3.0,5.0,Mid,8,power bi,25.0,Onsite,chennai
TALENT500 TECH (INDIA) PRIVATE LIMITED,"hyderabad,hyderabad",undergraduate,"pyspark, aws",contract,534310.0,3-4,Senior Data Engineer - Data Management (Pyspark) | Advance Auto Parts,3.0,4.0,Mid,2,pyspark,5.34,Onsite,hyderabad
TALENT500 TECH (INDIA) PRIVATE LIMITED,"hyderabad,hyderabad",postgraduate,"pyspark, aws",contract,1420475.0,0-5,Senior Data Engineer - Pyspark | Advance Auto Parts,0.0,5.0,Mid,2,pyspark,14.2,Onsite,hyderabad
TALENT500 TECH (INDIA) PRIVATE LIMITED,"hyderabad,hyderabad",undergraduate,"pyspark, aws",contract,1329984.0,4-5,Senior Data Engineer - Pyspark | Advance Auto Parts,4.0,5.0,Mid,2,pyspark,13.3,Onsite,hyderabad
SMI Coated Products Private Limited,"mumbai suburban, mumbai ",undergraduate,"candidae shall quick learner with good communication and team skills and excellent coordination wih hod and support staff, green belt, data analysis, candidae shall be prepared for timel, process excellence, good a compuing and excell shees is a must",full-time,2352580.0,0-2,Data Analyst Engineer,0.0,2.0,Entry,6,candidae shall quick learner with good communication and team skills and excellent coordination wih hod and support staff,23.53,Onsite,mumbai suburban
Blob Infotech Pvt Ltd,"hyderabad,hyderabad, gurugram,gurugram, bengaluru,bengaluru",postgraduate,"data warehousing, big data, data modeling, aws, etl, performance tuning, python, sql",full-time,793587.0,3-4,Data Engineer at Amazon,3.0,4.0,Mid,8,data warehousing,7.94,Onsite,hyderabad
idfc first bank,"bengaluru,bengaluru",undergraduate,"data migration, linux, networking, data management, rdbms, database design, teradata, troubleshooting",contract,2126155.0,6-7,Data Engineer,6.0,7.0,Senior,8,data migration,21.26,Onsite,bengaluru
Exxon Mobil Corporation,"bengaluru,bengaluru",postgraduate,"change management, sap, visual basic, data management, data modeling, business intelligence, information technology, virtualization",full-time,1162006.0,0-3,Data Integration Engineer,0.0,3.0,Mid,8,change management,11.62,Onsite,bengaluru
Western Digital,"bengaluru,bengaluru",postgraduate,"data science, r, data scientist, c + +, data mining, product engineering, machine learning, python",full-time,1039111.0,3-4,Principal Engineer - Data Science,3.0,4.0,Mid,8,data science,10.39,Onsite,bengaluru
Razorpay,"bengaluru,bengaluru",undergraduate,"metadata, nosql, cassandra, analytical, schema, data structures, mongodb, sql",full-time,321025.0,5-6,Data Engineer,5.0,6.0,Senior,8,metadata,3.21,Onsite,bengaluru
Educational Initiatives,"bengaluru,bengaluru",undergraduate,"mapreduce, azure, spark, hortonworks, big data, cloudera, hadoop, impala",full-time,1938814.0,2-6,Data Engineer,2.0,6.0,Senior,8,mapreduce,19.39,Onsite,bengaluru
Birlasoft,"noida, pune, bengaluru,bengaluru",postgraduate,"development testing, spark, ssis, communication, spark sql, etl, powerbi, scala",contract,2277286.0,2-7,Data Engineer,2.0,7.0,Senior,8,development testing,22.77,Onsite,noida
Calsoft,"kolkata, pune, chennai, bengaluru,bengaluru, mumbai ",undergraduate,data warehouse,contract,981953.0,0-1,Data Engineer,0.0,1.0,Entry,1,data warehouse,9.82,Onsite,kolkata
Hotstar,"mumbai, hyderabad,hyderabad, gurugram,gurugram, bengaluru,bengaluru",postgraduate,"computer science, spark, infrastructure, distribution network, sdlc, analytics, sql, python",full-time,334502.0,3-5,Engineering Manager - Data Engineering,3.0,5.0,Mid,8,computer science,3.35,Onsite,mumbai
Gojek,"bengaluru,bengaluru",postgraduate,"solution architecture, nosql, tdd, gcp, data modeling, agile, programming, http",contract,583278.0,5-6,Engineering Manager - Data Engineering,5.0,6.0,Senior,8,solution architecture,5.83,Onsite,bengaluru
AutoCAD,"bengaluru,bengaluru",postgraduate,"it skills, python, testing, cloud, jenkins, aws, computer science, automation",contract,1350019.0,1-3,"Software Engineer, Data",1.0,3.0,Mid,8,it skills,13.5,Onsite,bengaluru
E&Y,"bengaluru,bengaluru",postgraduate,"data modeling, mysql, agile, data structures, oracle, business intelligence, troubleshooting, open source",full-time,1301502.0,7-8,Big Data Engineer - Manager,7.0,8.0,Senior,8,data modeling,13.02,Onsite,bengaluru
IBM,"gurugram,gurugram",postgraduate,"predictive modeling, spss, forecasting, matlab, analytics, simulation, machine learning, open source",full-time,976434.0,0-2,Data Engineer,0.0,2.0,Entry,8,predictive modeling,9.76,Onsite,gurugram
mfine,"bengaluru,bengaluru",postgraduate,"data modeling, rdbms, mis, mysql, apache, business intelligence, open source, analytics",contract,2000139.0,3-4,Data Engineer Architect,3.0,4.0,Mid,8,data modeling,20.0,Onsite,bengaluru
MSys Tech India Pvt. Ltd.,"pune, chennai, bengaluru,bengaluru",postgraduate,"data engineering, scala, it skills, java, python, software development, cloud, big data",contract,1681001.0,5-7,Data Engineer -MSys Technologies - WFH/Remote - Immediate Joiner,5.0,7.0,Senior,8,data engineering,16.81,Onsite,pune
United Airlines,"gurugram,gurugram, bengaluru,bengaluru",undergraduate,"python, big data, spark, it skills, java, software development, cloud, oracle",full-time,1248473.0,6-8,Data Engineer,6.0,8.0,Senior,8,python,12.48,Onsite,gurugram
L&T Infotech (LTI),chennai,undergraduate,"data mining, java, analytical, sql database design, process mining, python, it skills, predictive modeling",contract,1046809.0,3-4,Data Engineer,3.0,4.0,Mid,8,data mining,10.47,Onsite,chennai
Encora,"pune, chennai, bengaluru,bengaluru",postgraduate,"ssis, python, apis, azure data, kafka, factory, pyspark, ms ssis",contract,1434897.0,4-5,Data Engineer (Azure / SSIS),4.0,5.0,Mid,8,ssis,14.35,Onsite,pune
AXA Technology Services India Pvt. Ltd,"gurugram,gurugram",unknown,"sas, data management, mis, datastage, data structures, informatica, microsoft, analytics",contract,1970713.0,5-6,Data Engineer,5.0,6.0,Senior,8,sas,19.71,Onsite,gurugram
PayU,"gurugram,gurugram, bengaluru,bengaluru, mumbai ",postgraduate,"data ingestion, python, spark, data wrangling, data engineering, algorithms, snowflake, django",contract,1539689.0,2-4,Data Engineering Opportunity with PayU,2.0,4.0,Mid,8,data ingestion,15.4,Onsite,gurugram
Synechron,"hyderabad,hyderabad, pune",postgraduate,"hadoop, scala, big data, it skills, java, python, cloud, jenkins",full-time,2107689.0,7-8,Hiring Data Engineers || Hyderebad & Pune,7.0,8.0,Senior,8,hadoop,21.08,Onsite,hyderabad
Hexaware Technologies,"pune, chennai",undergraduate,"data modeling, sql coding, data structures, etl, crm, relational database, python, erp",full-time,1381976.0,4-6,Data Engineer - Chennai/ Pune,4.0,6.0,Senior,8,data modeling,13.82,Onsite,pune
LatentView,"chennai, bengaluru,bengaluru",unknown,"hive, spark, aws, pyspark, python, sql",full-time,2343534.0,0-5,Manager - AWS Data Engineer,0.0,5.0,Mid,6,hive,23.44,Onsite,chennai
LatentView,"chennai, bengaluru,bengaluru",postgraduate,"hive, spark, aws, pyspark",full-time,890404.0,2-6,LatentView is Hiring For AWS Data Engineer Position @ Chennai Location,2.0,6.0,Senior,4,hive,8.9,Onsite,chennai
VANTAGEIQ TECHNOLOGIES (OPC) PRIVATE LIMITED,"chennai, bengaluru,bengaluru",postgraduate,"cassandra, spark, aws, sql, python, it skills, cloud, big data",full-time,642627.0,3-4,Data Engineer,3.0,4.0,Mid,8,cassandra,6.43,Onsite,chennai
Michelin,pune,undergraduate,"bpo, data analysis, usage, data security, data architect, tool design, data quality, data visualization",contract,1931943.0,1-4,Assistant Manager - Data Visualization Engineer,1.0,4.0,Mid,8,bpo,19.32,Onsite,pune
Western Digital,"bengaluru,bengaluru",postgraduate,"xml, web development, javascript, http, mvc, apache, open source, sql",contract,1293730.0,0-3,"Staff Engineer , Data Engineering",0.0,3.0,Mid,8,xml,12.94,Onsite,bengaluru
Coforge,"gurugram,gurugram",unknown,"synapse, it skills, java, python, data science, machine learning, cloud, r",contract,1730409.0,4-6,"Hiring For Data Science Engineers @ Coforge, Gurgaon",4.0,6.0,Senior,8,synapse,17.3,Onsite,gurugram
Deutsche Bank,pune,undergraduate,"analytical, diversity and inclusion, banking, agile, german, data visualization, business intelligence, monitoring",full-time,722471.0,4-6,Engineer - Data Visualisation SME,4.0,6.0,Senior,8,analytical,7.22,Onsite,pune
VEGA Intellisoft Private Limited,"bengaluru,bengaluru",unknown,"azure dw, adls2, azure, kafka, spark, s3, python, azure streams",full-time,2184547.0,3-7,Data Engineer - Data Lake Storage,3.0,7.0,Senior,8,azure dw,21.85,Onsite,bengaluru
VEGA Intellisoft Private Limited,"bengaluru,bengaluru",postgraduate,"ms sql, metadata, data modeling, rdbms, coding, shell scripting, data warehousing, operations",contract,2325391.0,6-7,Data Engineer - Cloud Datawarehouse,6.0,7.0,Senior,8,ms sql,23.25,Onsite,bengaluru
VEGA Intellisoft Private Limited,"bengaluru,bengaluru",undergraduate,"it skills, python, cloud, aws, tableau, azure, customer analytics, google analytics",contract,1368908.0,2-7,Data Engineer - Advance Customer Analytics,2.0,7.0,Senior,8,it skills,13.69,Onsite,bengaluru
MPOWER Financing,"bengaluru,bengaluru",postgraduate,"data analysis, financial inclusion, analytical, data collection, database administration, analytics, financial services, monitoring",full-time,1414623.5,2-7,Data Engineer,2.0,7.0,Senior,8,data analysis,14.15,Onsite,bengaluru
ParallelStack Sytems,"bengaluru,bengaluru",undergraduate,"wireless, telecom, linux, 3g, data management, data structures, analytics, monitoring",full-time,399481.0,6-7,Data Engineer - Algo,6.0,7.0,Senior,8,wireless,3.99,Onsite,bengaluru
Multi Recruit,"bengaluru,bengaluru",undergraduate,"application programming, debugging, olap, business intelligence, principal, analytics, monitoring, android",contract,1243257.0,4-6,Principal Engineer - Data,4.0,6.0,Senior,8,application programming,12.43,Onsite,bengaluru
Quinnox,"bengaluru,bengaluru",undergraduate,etl tool,contract,1309311.0,5-6,Azure Data Engineer,5.0,6.0,Senior,1,etl tool,13.09,Onsite,bengaluru
