Company,Location,education,Skills/Description,job_type,salary,Job Experience,Job_Role
Infostretch solutions Pvt. Ltd.,"Pune, United States (USA)",Under-graduate,"IT Skills, Testing, React.js, Javascript, AWS, SAN, Front end, MySQL",contract,646512.0,2-3,Senior Technical Lead (Data Engineer)
Infostretch solutions Pvt. Ltd.,"Pune, United States (USA)",,"IT Skills, Testing, Performance Testing, HTML, CSS, Javascript, SAN, Debugging",full-time,,6-10,Senior Technical Lead (Data Engineer)
Infostretch solutions Pvt. Ltd.,"Pune, United States (USA)",ug,"mobile testing, application testing, API testing, IT Skills, Testing, Selenium, Cloud, Engineering services",full-time,2459507.0,4-6,Senior Technical Lead (Data Engineer)
Infostretch solutions Pvt. Ltd.,Pune,,"GIT, Oops, WCF, SQL, JIRA, verbal, Microservices, Entity Framework",contract,2243717.0,6-10,Senior Technical Lead (Data Engineer)
CHANGE LEADERS CONSULTING,"Mumbai, Pune, Bangalore/Bengaluru",Under-graduate,"python, Azure data factory, Azure synapse, Azure, data analysis, analytical, modelling, Data lake gen",contract,489667.0,3-8,Azure Data Engineer/ Lead Data Engineer- ADF+ADB+Python(Brillio)
Enrich and Enlight,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Under-graduate,"Azure Data Factory, Pyspark, python, Azure data engineer, Azure Databricks, Cosmo Db, Azure, Databricks Azure Data Catalog",full-time,418575.0,2-7,Job Opportunity with Leading MNC - Azure Data Engineer
Decision Point Analytics,Gurgaon/Gurugram,ug,"IT Skills, Python, Machine Learning, Big Data, AWS, Azure, Relational Sql, Software Engineering",contract,1250251.0,6-10,Lead Data Engineer
Jubilant Foodworks,Noida,Post-graduate,Data Engineering,contract,2315687.0,12-14,Data Engineering Leader - A&I
VRIZE,Bangalore/Bengaluru,pg,"Data Engineering, Amazon Redshift, AWS, IT Skills, Java, Python, Data Science, MS SQL",contract,2416066.0,5-10,Data Engineer Lead - Immediate Joiner
Allegis Services India Pvt. Ltd.,Hyderabad/Secunderabad,Under-graduate,"Datastage, Stored procedures, Troubleshooting, SQL, Python, Administration, Architecture, devops",full-time,1441649.0,5-7,Data Engineer( Datasatge/ Snowflake)
C42 Engineering India Pvt. Ltd.,Bangalore/Bengaluru,pg,"Product management, Backend, Machine learning, HTML, Business intelligence, Open source, Ruby, Analytics",contract,1066598.0,8-13,Data Engineer - Tech lead
Snaphunt,Bangalore/Bengaluru,Post-graduate,"data engineering, BI, APIs, MongoDB, MySQL, Kafka, front end, .net",contract,2379170.0,8-13,Data Engineering Lead
Onward Technologies Limited,Bangalore/Bengaluru,Post-graduate,"Python/NodeJS/Java, scala, spark, aws, EMR, debugging, Apache Spark, NodeJS",full-time,624528.0,8-12,Data Engineer-Scala-Lead
CBA Services Private Limited,Bangalore/Bengaluru,ug,"IT Skills, Project Management, BPO, customer service, project management, Product management, Change management, Software design",full-time,859955.0,5-10,Chapter Area Lead- Data engineering
Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,PG,"Data Science, Machine Learning, Deep Learning, Tensorflow, Spark, Machine Learning Algorithm, Pytorch, verbal",full-time,2257097.0,0-2,Lead Data Science Engineer - Deep Learning
NTT Data,Pune,,"Computer science, Linux, Coding, XML, Machine learning, JSON, Scheduling, Open source",contract,2441086.0,4-7,Data Engineer Lead
AgreeYa,Noida,Post-graduate,"IT Skills, Tableau, Business process, Data management, Analytical, SSRS, Schema, Healthcare",full-time,992242.0,7-8,Lead Data Engineer - Architect
MetrixLab,Hyderabad/Secunderabad,UG,"Associate Analyst, Excel, Packaging, Market research, E-commerce, data visualization, Manager Quality Control, Marketing communication",full-time,2071596.0,3-7,"Associate/Analyst, Data Visualization"
T & A Solutions,Chandigarh,pg,"Excel, VLOOKUP, Analytical, Finance, Commerce, Associate Quality Analyst, Data entry",contract,1227209.0,1-3,Data Entry Associate/Quality Analyst
Protiviti Consulting,Gurgaon/Gurugram,UG,"data analysis, data analytics, ATS, charts, Data Visualization, Dashboards",full-time,2049529.0,2-5,Associate/ Analyst- Data / MIS - TA Data Analyst
enVista,Hyderabad,Under-graduate,"QA, PDF, Associate Analyst, Data processing, QA Associate, Management, Freight, Data entry",full-time,1272293.0,2-5,"Associate Analyst, Data Processing"
Basware India Pvt Ltd,Chandigarh,UG,"IT Skills, Project Management, Digital Marketing, Power BI, BPO, project management, Automation, Business objects",full-time,941441.0,2-5,"Associate, Campaign Marketing (Data Analyst)"
Chargeback Gurus Fintech Private Limited,Chennai,PG,"MS Office, record keeping, DTP, Excel, Word, written communication, problem solving, data entry",contract,854823.0,1-2,Associate-Data Entry Analyst
enVista,Hyderabad/Secunderabad,Post-graduate,"Relationship management, Training, Management Associate, Usage, Compliance, Relationship, Data processing, Data quality",contract,332180.0,2-5,"Associate Analyst, Data Processing"
GD Research Center Pvt Ltd,Hyderabad,ug,"Analytical skills, Associate Analyst, Data research, market data, Information research, Research, MS Office, Research Associate",full-time,1945580.0,2-4,Associate Analyst - Consumer Data Projects
CeX WeBuy Entertainment Pvt.Ltd,Mumbai,PG,"SQL queries, Associate Data Analyst, Database, Programming, PLSQL, Data quality, data privacy, Data Analyst",contract,2469579.0,1-2,Associate Data Analyst
HUSYS CONSULTING LIMITED,Hyderabad,ug,"Help Desk, Customer Service, data analysis, customer relationship, access controls, Telephony support, Asset Management, Vendor Management",contract,2270782.0,2-5,Associate Data Analyst
WebMD,Navi Mumbai,PG,"Google Analytics, Excel, MS Access, Web analytics, Analytical, Web development, Healthcare, Omniture",contract,2286725.0,1-2,Associate Data Analyst
STAFFICE GLOBAL PRIVATE LIMITED,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Post-graduate,"Architecture shell, Scala, Hive, Azure Data Engineering, Spark, Agile, IT Skills, Python",full-time,,5-8,Senior Azure Data Engineer
Hewlett Packard (HP),Bangalore/Bengaluru,Under-graduate,"data science, cloud, algorithms, python, r, machine learning, statistics",,1191700.0,12-16,Lead Machine Learning Scientist
Apisero,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Post-graduate,"SQL, PL / SQL, CDC, sftp protocols, data Data modeling, governance, database, CSV",full-time,908022.0,4-8,Sr Data Integration Engineer
SDNA Global,"Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",Under-graduate,"IT Skills, Cloud, Program Management, AWS, Azure, Data Engineering",,1902714.0,11-15,Senior Manager Data Engineer
Shell,Bangalore/Bengaluru,pg,"IT applications support, ITIL processes, corporate IT Operations, Workflow Management, Delivery Excellence, Power Bi, SAP BW, Sap Hana",full-time,935736.0,10-15,Senior Data Engineer- DevOps
Grab,Bangalore/Bengaluru,Post-graduate,"Computer science, Data analysis, data services, big data analytics, Analytical, Database administration, Infrastructure, Information technology",full-time,741611.0,1-4,"Senior Software Engineer , Data Services"
HEPTAGON TECHNOLOGIES PVT LTD,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",ug,"cloud, Pyspark, Hadoop Development, Lambda, AWS, IT Skills, Java, Python",full-time,1736252.0,5-10,Immediate job opening For Senior Cloud Data Engineer
Oportun,Remote,PG,"Java, Python, Big Data Analytics, Data Engineering, Scala, PySpark, Kafka, Spring Boot",contract,883224.0,8-13,Senior Data Engineer
CHANGE LEADERS CONSULTING,"Pune, Chennai, Bangalore/Bengaluru",,"Python, Hive, Hadoop, troubleshooting, spark, NoSQL, cloudera, Mongo",full-time,743440.0,5-10,Sr. Data Engineer
OzyBrains LLP,Remote,ug,"ETL, IT Skills, Python, Airflow, NoSQL, Data Engineering, Tsql Queries, MongoDB",full-time,1878036.0,2-7,Senior Data Engineer
Pramerica Life Insurance,Gurgaon/Gurugram,Post-graduate,"Excel, PowerBI, Glue, SQL, S3, python, Sagemaker, DMS",full-time,2493376.0,4-6,Senior Data Engineer BIU
Sutherland Global Services Inc,Bangalore/Bengaluru,,"IT Skills, Python, Big Data, Tableau, Power BI, Health insurance, Data analysis, Talent acquisition",contract,,1-5,Associate Mgr - Data Analytics
IHS Markit,Bangalore/Bengaluru,ug,"IT Skills, Python, Data Science, Machine Learning, Project Management, Big Data, BPO, Computer science",full-time,1065768.0,5-8,Associate Director - Data Science
Rectras Business Solutions Pvt Ltd.,"Pune, Chennai, Bengaluru",Post-graduate,"Automation, Data analysis, Prototype, Application programming, Data Architect, HTTP, JSON, Data quality",contract,381674.0,4-9,senior bigdata engineer or data architect
Moveworks,Bengaluru,UG,"IT Skills, Cloud, Senior Software Engineer, Data Platform - Bengaluru",contract,1241027.0,3-6,Senior Software Engineer Data Platform
NTS Technology Services Private Limited,Bangalore/Bengaluru,PG,python,contract,982590.0,4-9,Opening For Sr. Data Engineer with News Corp(product) - Bangalore
Awake Security,Bangalore/Bengaluru,ug,"Parquet, Java, C#, SQL, Scala, Python, IT Skills, C++",contract,,4-7,Senior Software Engineer (Data Engineering)
CME India Technology And Support Services Pvt Ltd,Bangalore/Bengaluru,,"Atlassian tools, JIRA, Confluence, Java, python, Hadoop ecosystem, Scala, infrastructure automation",,1704766.0,7-12,Sr. Software Engineer - Data Engineer
ARM Treasure Data,Bengaluru,ug,"MapReduce, AI, Python, Hive, Hadoop, Pig, Cassandra, Hivemall",contract,1060627.0,3-8,"Sr Professional Services Engineer , Data Engineer"
Verisk Analytics,Bangalore/Bengaluru,UG,"python, Big Data, SQL queries, S3, Glue Catalog, Hadoop ecosystem, data modelling, HDFS",full-time,2096652.0,8-10,Data Engineer ( Senior Software Engineer I)
Dev Solutions,Bangalore/Bengaluru,Under-graduate,"data mining, Talend, Hadoop, Spark, Hive, CICD framework, EMR, SQL",,1488843.0,8-13,Senior Data Engineering Software Engineer
InsideView Technologies,Remote,Under-graduate,"Core Java Programming, IT Skills, Java, Python, Algorithms, Multithreading, System Design, Data Structures",contract,1697309.0,5-10,Senior Software Engineer(Data Engineering)
Pentair Water India Pvt Ltd,Noida,PG,Data Analytics,contract,,3-5,Project Engineer- Data Analytics (Data Analysis and Machine Learning)
News Technology Services,Bangalore/Bengaluru,UG,"Computer science, Network programming, Publishing, Project management, Agile development, Consulting, Relationship, Manager Technology",full-time,1520059.0,7-10,Sr engineering Manager - Data
Esper,Bangalore/Bengaluru,ug,"IT Skills, Java, Python, Big Data, Salesforce, Coding, Debugging, Healthcare",contract,1307537.0,3-6,Senior Software Development Engineer - Data
Intuitive.Cloud,Bangalore/Bengaluru,,"IT Skills, Java, Big Data, Data migration, Data management, RDBMS, Consulting, Visual Studio",full-time,2065123.0,5-10,Sr. Cloud Data Engineer
Abzooba India Infotech Private Limited,Pune,UG,"scala, spark, hadoop, Big Data, Big data technologies, Hive, Java, communication",full-time,1303953.0,4-6,Senior Data Engineer | Product based MNC | Pune
Abzooba India Infotech Private Limited,Remote,UG,"scala, spark, Big Data, Big data technologies, Hive, Hadoop, Java, communication",contract,1753506.0,4-7,Urgent opening For Senior Data Engineer
Shell,Chennai,UG,"Power BI, Spotfire, Log Analysis, Microsoft Power Bi, Advanced Analytics, Information Management, Data Warehousing, HP Data Protector",,2499674.0,2-3,Senior Process Data Engineer
TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,UG,"Pyspark, AWS",contract,534310.0,10-14,Senior Data Engineer - Data Management (Pyspark) | Advance Auto Parts
TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,Post-graduate,"Pyspark, AWS",contract,1420475.0,6-9,Senior Data Engineer - Pyspark | Advance Auto Parts
TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,ug,"Pyspark, AWS",contract,1329984.0,9-12,Senior Data Engineer - Pyspark | Advance Auto Parts
SMI Coated Products Private Limited,"Mumbai Suburban, Mumbai (All Areas)",Under-graduate,"candidae shall quick learner with good communication and team skills and excellent coordination wih HOD and support staff, green belt, data analysis, candidae shall be prepared for timel, Process Excellence, Good a compuing and Excell shees is a must",full-time,2352580.0,3-5,Data Analyst Engineer
Blob Infotech Pvt Ltd,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",PG,"Data Warehousing, Big Data, Data Modeling, aws, ETL, Performance Tuning, Python, SQL",full-time,793587.0,4-8,Data Engineer at Amazon
idfc first bank,Bangalore/Bengaluru,UG,"Data migration, Linux, Networking, Data management, RDBMS, Database design, Teradata, Troubleshooting",contract,2126155.0,3-6,Data Engineer
Exxon Mobil Corporation,Bangalore/Bengaluru,pg,"Change management, SAP, Visual Basic, Data management, Data modeling, Business intelligence, Information technology, Virtualization",full-time,1162006.0,6-11,Data Integration Engineer
Western Digital,Bangalore/Bengaluru,pg,"Data Science, R, Data Scientist, C + +, Data Mining, Product Engineering, Machine Learning, Python",full-time,1039111.0,5-8,Principal Engineer - Data Science
Razorpay,Bangalore/Bengaluru,Under-graduate,"metadata, NoSQL, cassandra, Analytical, Schema, Data structures, MongoDB, SQL",full-time,321025.0,2-4,Data Engineer
Educational Initiatives,Bangalore/Bengaluru,ug,"MapReduce, Azure, Spark, Hortonworks, Big Data, Cloudera, Hadoop, Impala",full-time,1938814.0,2-3,Data Engineer
Birlasoft,"Noida, Pune, Bangalore/Bengaluru",PG,"development testing, spark, ssis, Communication, Spark SQL, ETL, PowerBI, Scala",contract,2277286.0,4-8,Data Engineer
Calsoft,"Kolkata, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",UG,Data warehouse,contract,981953.0,7-12,Data Engineer
Hotstar,"Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",pg,"Computer science, spark, Infrastructure, Distribution network, SDLC, Analytics, SQL, Python",full-time,334502.0,6-10,Engineering Manager - Data Engineering
Gojek,Bangalore/Bengaluru,Post-graduate,"Solution architecture, NoSQL, TDD, GCP, Data modeling, Agile, Programming, HTTP",contract,583278.0,8-13,Engineering Manager - Data Engineering
AutoCAD,Bangalore/Bengaluru,PG,"IT Skills, Python, Testing, Cloud, Jenkins, AWS, Computer science, Automation",contract,1350019.0,2-6,"Software Engineer, Data"
E&Y,Bangalore/Bengaluru,PG,"Data modeling, MySQL, Agile, Data structures, Oracle, Business intelligence, Troubleshooting, Open source",full-time,1301502.0,5-8,Big Data Engineer - Manager
IBM,Gurgaon/Gurugram,PG,"Predictive modeling, SPSS, Forecasting, MATLAB, Analytics, Simulation, Machine learning, Open source",full-time,976434.0,8-12,Data Engineer
mfine,Bangalore/Bengaluru,pg,"Data modeling, RDBMS, MIS, MySQL, Apache, Business intelligence, Open source, Analytics",contract,2000139.0,4-9,Data Engineer Architect
MSys Tech India Pvt. Ltd.,"Pune, Chennai, Bangalore/Bengaluru",PG,"Data Engineering, scala, IT Skills, Java, Python, Software Development, Cloud, Big Data",contract,1681001.0,5-10,Data Engineer -MSys Technologies - WFH/Remote - Immediate Joiner
United Airlines,"Gurgaon/Gurugram, Bangalore/Bengaluru",Under-graduate,"python, Big Data, Spark, IT Skills, Java, Software Development, Cloud, Oracle",full-time,1248473.0,2-7,Data Engineer
L&T Infotech (LTI),Chennai,ug,"Data Mining, Java, Analytical, Sql Database Design, Process Mining, Python, IT Skills, Predictive Modeling",contract,1046809.0,3-8,Data Engineer
Encora,"Pune, Chennai, Bangalore/Bengaluru",pg,"SSIS, Python, APIs, Azure Data, Kafka, factory, PySpark, MS SSIS",contract,1434897.0,4-9,Data Engineer (Azure / SSIS)
AXA Technology Services India Pvt. Ltd,Gurgaon/Gurugram,,"SAS, Data management, MIS, Datastage, Data structures, Informatica, microsoft, Analytics",,1970713.0,2-4,Data Engineer
PayU,"Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",Post-graduate,"Data Ingestion, python, spark, data wrangling, data engineering, algorithms, snowflake, Django",,1539689.0,2-5,Data Engineering Opportunity with PayU
Synechron,"Hyderabad/Secunderabad, Pune",Post-graduate,"Hadoop, SCALA, Big Data, IT Skills, Java, Python, Cloud, Jenkins",full-time,2107689.0,5-10,Hiring Data Engineers || Hyderebad & Pune
Hexaware Technologies,"Pune, Chennai",UG,"data modeling, sql coding, data structures, ETL, CRM, relational database, Python, ERP",full-time,1381976.0,2-5,Data Engineer - Chennai/ Pune
LatentView,"Chennai, Bangalore/Bengaluru",,"hive, spark, AWS, pyspark, Python, SQL",full-time,2343534.0,7-12,Manager - AWS Data Engineer
LatentView,"Chennai, Bangalore/Bengaluru",pg,"hive, spark, AWS, pyspark",full-time,890404.0,3-8,LatentView is Hiring For AWS Data Engineer Position @ Chennai Location
VANTAGEIQ TECHNOLOGIES (OPC) PRIVATE LIMITED,"Chennai, Bangalore/Bengaluru",pg,"Cassandra, Spark, AWS, SQL, Python, IT Skills, Cloud, Big Data",full-time,642627.0,2-7,Data Engineer
Michelin,Pune,UG,"BPO, data analysis, Usage, data security, Data Architect, Tool design, Data quality, data visualization",contract,1931943.0,2-6,Assistant Manager - Data Visualization Engineer
Western Digital,Bangalore/Bengaluru,PG,"XML, Web development, Javascript, HTTP, MVC, Apache, Open source, SQL",,1293730.0,2-6,"Staff Engineer , Data Engineering"
Coforge,Gurgaon/Gurugram,,"synapse, IT Skills, Java, Python, Data Science, Machine Learning, Cloud, R",contract,1730409.0,5-10,"Hiring For Data Science Engineers @ Coforge, Gurgaon"
